PartipantID,Index,Chart_Type,Vis,VisID,Error,TruePerc,ReportPerc
105061,0,0,-1,-1,2.69995067262,18.627203,25.0
105061,1,1,-1,-1,2.45528457838,2.6407871,8.0
105061,2,0,-1,-1,3.0207749089,22.008966,30.0
105061,3,1,-1,-1,4.78208764492,12.611121,40.0
105061,4,1,-1,-1,1.66943048216,46.94411,50.0
105061,5,1,-1,-1,1.72940397976,16.809092,20.0
105061,6,1,-1,-1,2.93795072399,77.46178,85.0
105061,7,1,-1,-1,3.66191260055,67.46757,80.0
105061,8,1,-1,-1,1.88847713539,33.577442,30.0
105061,9,0,-1,-1,4.50698015959,67.38784,90.0
105061,10,0,-1,-1,1.97337726628,98.801863,95.0
105061,11,0,-1,-1,0.659418065283,6.4544454,5.0
105061,12,0,-1,-1,-0.642688980767,15.515518,15.0
105061,13,1,-1,-1,1.1025036086,72.02227,70.0
105061,14,1,-1,-1,1.32950625449,7.6118335,10.0
143672,0,0,-1,-1,3.12247278156,41.416207,50.0
143672,1,0,-1,-1,3.46512948978,76.91853,66.0
143672,2,1,-1,-1,1.37671601561,57.528234,60.0
143672,3,0,-1,-1,1.24035096874,67.76244,70.0
143672,4,0,-1,-1,1.49965967973,95.29724,98.0
143672,5,1,-1,-1,2.57985112531,65.85378,60.0
143672,6,1,-1,-1,3.00494177397,67.90245,60.0
143672,7,1,-1,-1,1.08904249098,37.997672,40.0
143672,8,0,-1,-1,2.45865681454,44.627953,50.0
143672,9,1,-1,-1,1.06621248557,0.031071057,2.0
143672,10,0,-1,-1,-0.0888790905075,79.184747,80.0
143672,11,1,-1,-1,2.14847373492,21.308585,17.0
143672,12,0,-1,-1,3.87199195073,80.516505,66.0
143672,13,1,-1,-1,4.56363925365,78.522885,55.0
143672,14,0,-1,-1,2.7981220773,13.169655,20.0
146696,0,0,-1,-1,1.32589581598,47.618115,50.0
146696,1,1,-1,-1,1.81554263997,96.60508,100.0
146696,2,0,-1,-1,0.231476647141,98.950964,100.0
146696,3,0,-1,-1,-0.00596777110031,40.870872,40.0
146696,4,1,-1,-1,-0.511190929223,33.576643,33.0
146696,5,0,-1,-1,2.28924576091,55.236995,60.0
146696,6,0,-1,-1,2.22233347573,84.541476,80.0
146696,7,1,-1,-1,4.01849530984,96.08144,80.0
146696,8,0,-1,-1,3.32323314345,34.88405,25.0
146696,9,1,-1,-1,2.34746893751,14.964306,10.0
146696,10,1,-1,-1,2.4874529056,84.51713,90.0
146696,11,1,-1,-1,4.72585145358,46.337023,20.0
146696,12,0,-1,-1,1.42518346905,7.4395135,10.0
146696,13,1,-1,-1,3.28121648013,19.596753,10.0
146696,14,0,-1,-1,0.675474520684,13.527878,15.0
155993,0,1,-1,-1,3.7715152463,86.468506,100.0
155993,1,1,-1,-1,1.54846720457,37.800062,35.0
155993,2,1,-1,-1,1.07926818731,21.987964,20.0
155993,3,0,-1,-1,3.89179293644,75.281155,90.0
155993,4,1,-1,-1,3.43391994906,25.682193,15.0
155993,5,0,-1,-1,-2.77314230626,8.0212854,8.0
155993,6,0,-1,-1,-1.45555418085,70.239615,70.0
155993,7,1,-1,-1,2.12848148028,35.75243,40.0
155993,8,0,-1,-1,1.28892371623,12.318457,10.0
155993,9,1,-1,-1,2.64021994375,31.109267,25.0
155993,10,1,-1,-1,3.07291869562,46.71026,55.0
155993,11,0,-1,-1,1.36939138059,2.5413845,5.0
155993,12,0,-1,-1,2.75866348605,83.35731,90.0
155993,13,0,-1,-1,3.1322450011,58.642983,50.0
155993,14,0,-1,-1,0.359813503014,66.15826,65.0
156336,0,0,-1,-1,2.73531615613,18.465951,25.0
156336,1,0,-1,-1,-0.487398895826,32.41169,33.0
156336,2,1,-1,-1,2.22376912583,28.546122,24.0
156336,3,0,-1,-1,1.79154154793,29.663154,33.0
156336,4,0,-1,-1,-0.835944906921,9.564784,10.0
156336,5,0,-1,-1,2.02803865208,95.0465,99.0
156336,6,0,-1,-1,3.09854049598,16.559482,25.0
156336,7,1,-1,-1,3.698405194,67.85668,55.0
156336,8,0,-1,-1,4.06991118418,49.669433,33.0
156336,9,1,-1,-1,1.82809940852,56.57431,60.0
156336,10,0,-1,-1,2.25415076645,37.645534,33.0
156336,11,1,-1,-1,3.55949303686,61.66501,50.0
156336,12,1,-1,-1,3.2882534203,49.644288,40.0
156336,13,0,-1,-1,2.93486670656,92.478144,100.0
156336,14,0,-1,-1,0.617160696063,11.4088535,10.0
157807,0,1,-1,-1,1.62568055866,13.960877,11.0
157807,1,1,-1,-1,1.54029216899,47.216466,50.0
157807,2,0,-1,-1,1.63522271301,87.018645,90.0
157807,3,0,-1,-1,-1.19332454118,80.312294,80.0
157807,4,1,-1,-1,2.45927212644,25.374392,20.0
157807,5,0,-1,-1,1.41147505789,77.53509,75.0
157807,6,1,-1,-1,2.54417252934,94.292265,100.0
157807,7,0,-1,-1,3.39935268419,35.426328,25.0
157807,8,0,-1,-1,3.35469757277,75.10474,65.0
157807,9,0,-1,-1,3.59108766617,44.926056,33.0
157807,10,1,-1,-1,3.52647100703,44.398212,33.0
157807,11,0,-1,-1,4.05531159283,41.500336,25.0
157807,12,0,-1,-1,4.6438414165,39.874744,15.0
157807,13,1,-1,-1,3.77931540964,56.39447,70.0
157807,14,1,-1,-1,2.25723394701,79.65574,75.0
183853,0,0,-1,-1,5.49194654788,77.877915,33.0
183853,1,1,-1,-1,3.1293621569,88.62548,80.0
183853,2,0,-1,-1,2.1398787354,54.28225,50.0
183853,3,0,-1,-1,2.80599732576,56.868416,50.0
183853,4,1,-1,-1,5.53327833173,86.18585,40.0
183853,5,1,-1,-1,3.41373894035,40.53207,30.0
183853,6,1,-1,-1,4.53824450433,73.11027,50.0
183853,7,0,-1,-1,3.54828038593,91.573733,80.0
183853,8,0,-1,-1,4.79599494788,47.65539,20.0
183853,9,1,-1,-1,3.84640505663,44.25912,30.0
183853,10,0,-1,-1,3.58077007475,21.840179,10.0
183853,11,1,-1,-1,-1.7010508289,24.817438,25.0
183853,12,0,-1,-1,3.05550543939,18.188785,10.0
183853,13,1,-1,-1,2.9357256318,97.52641,90.0
183853,14,1,-1,-1,1.68520774159,18.090867,15.0
190166,0,0,-1,-1,3.03106518792,91.95087,100.0
190166,1,0,-1,-1,-0.223954984608,25.731215,25.0
190166,2,0,-1,-1,4.08239807906,91.815424,75.0
190166,3,1,-1,-1,2.63424777015,16.083513,10.0
190166,4,1,-1,-1,2.94662419781,73.58443,66.0
190166,5,1,-1,-1,2.95943391987,23.653187,16.0
190166,6,1,-1,-1,3.45375197343,69.16822,80.0
190166,7,0,-1,-1,2.69175524211,43.66401,50.0
190166,8,0,-1,-1,-0.973157457011,99.61561,100.0
190166,9,0,-1,-1,2.54181588577,27.301785,33.0
190166,10,1,-1,-1,3.07336782093,57.70764,66.0
190166,11,1,-1,-1,-0.304301880619,75.684834,75.0
190166,12,1,-1,-1,3.15790147048,38.800305,30.0
190166,13,1,-1,-1,2.90839636787,37.382832,30.0
190166,14,1,-1,-1,1.1304940426,32.064337,30.0
193499,0,0,-1,-1,5.79203071956,85.28332,30.0
193499,1,0,-1,-1,4.63359988305,44.697902,20.0
193499,2,1,-1,-1,1.14972761251,12.90628,15.0
193499,3,0,-1,-1,1.84552056049,28.468826,25.0
193499,4,0,-1,-1,1.53246857774,47.232196,50.0
193499,5,0,-1,-1,1.14898810292,42.092583,40.0
193499,6,0,-1,-1,2.91628420857,67.423993,60.0
193499,7,1,-1,-1,0.961856659321,6.822815,5.0
193499,8,0,-1,-1,2.95093492831,73.6075,66.0
193499,9,1,-1,-1,0.687754090599,21.485774,20.0
193499,10,1,-1,-1,3.82368924676,54.03441,40.0
193499,11,0,-1,-1,3.55048059706,31.591588,20.0
193499,12,0,-1,-1,3.43934361325,30.722898,20.0
193499,13,0,-1,-1,2.95822538517,57.646674,50.0
193499,14,1,-1,-1,3.22911104707,99.2519,90.0
196007,0,1,-1,-1,1.16369580127,27.115306,25.0
196007,1,0,-1,-1,3.21722761365,60.82502,70.0
196007,2,1,-1,-1,2.51285389901,55.58248,50.0
196007,3,1,-1,-1,3.54249208174,87.47311,99.0
196007,4,0,-1,-1,3.85947117595,65.610015,80.0
196007,5,0,-1,-1,0.679078735182,46.476117,45.0
196007,6,0,-1,-1,2.51736137037,38.60034,33.0
196007,7,1,-1,-1,1.77685778356,28.30179,25.0
196007,8,1,-1,-1,3.33081938089,70.06318,80.0
196007,9,1,-1,-1,4.17245823247,67.093366,85.0
196007,10,0,-1,-1,1.87548520425,58.54425,55.0
196007,11,1,-1,-1,3.14675459132,33.73161,25.0
196007,12,1,-1,-1,2.15437445616,5.6732442,10.0
196007,13,0,-1,-1,1.7609192335,96.73586,100.0
196007,14,0,-1,-1,3.04377210503,1.8785562,10.0
251484,0,1,-1,-1,2.17216104802,35.61802,40.0
251484,1,1,-1,-1,2.14266633665,16.790774,12.5
251484,2,0,-1,-1,2.16315849952,10.6460564,15.0
251484,3,0,-1,-1,0.776628738765,6.411877,8.0
251484,4,0,-1,-1,2.37901925161,55.07683,50.0
251484,5,0,-1,-1,0.487471942907,13.723014,15.0
251484,6,0,-1,-1,0.0785551861219,94.06904,95.0
251484,7,1,-1,-1,1.60450596499,17.084084,20.0
251484,8,1,-1,-1,1.35858193229,82.56067,85.0
251484,9,0,-1,-1,3.10862146953,98.50058,90.0
251484,10,0,-1,-1,0.98521623511,96.85461,95.0
251484,11,1,-1,-1,2.30381873256,54.81263,50.0
251484,12,1,-1,-1,3.47569193262,64.00032,75.0
251484,13,1,-1,-1,2.39234545201,34.874898,40.0
251484,14,0,-1,-1,2.89713391396,97.32445,90.0
335744,0,1,-1,-1,4.72150757086,8.742533,35.0
335744,1,0,-1,-1,2.46384412733,4.6081524,10.0
335744,2,1,-1,-1,3.41375410221,39.467818,50.0
335744,3,0,-1,-1,2.52029023118,89.388025,95.0
335744,4,1,-1,-1,3.29234489981,30.327967,40.0
335744,5,1,-1,-1,2.88648283949,12.730345,20.0
335744,6,1,-1,-1,0.941703553223,38.204205,40.0
335744,7,1,-1,-1,2.87562045364,12.785812,20.0
335744,8,1,-1,-1,3.89850924545,85.21189,100.0
335744,9,1,-1,-1,3.71134104768,77.026397,90.0
335744,10,1,-1,-1,0.144777323981,89.01944,90.0
335744,11,0,-1,-1,1.47991138571,72.335684,75.0
335744,12,0,-1,-1,3.08328145844,83.3504,75.0
335744,13,1,-1,-1,3.54662990554,88.439643,100.0
335744,14,1,-1,-1,2.58479537887,27.125695,33.0
