PartipantID,Index,Chart_Type,Vis,VisID,Error,TruePerc,ReportPerc
7,0,1,-1,-1,-277.4448,0.27115306,0.25
7,1,0,-1,-1,-220.58975,0.6082502,0.7
7,2,1,-1,-1,-246.73352,0.5558248,0.5
7,3,1,-1,-1,-205.72784,0.8747311,0.99
7,4,0,-1,-1,-189.4859,0.65610015,0.8
7,5,0,-1,-1,-283.89645,0.46476117,0.45
7,6,0,-1,-1,-246.59114,0.3860034,0.33
7,7,1,-1,-1,-266.18402,0.2830179,0.25
7,8,1,-1,-1,-215.60597,0.7006318,0.8
7,9,1,-1,-1,-171.7542,0.67093366,0.85
7,10,0,-1,-1,-263.98718,0.5854425,0.55
7,11,1,-1,-1,-223.57143,0.3373161,0.25
7,12,1,-1,-1,-257.1171,0.056732442,0.1
7,13,0,-1,-1,-266.52817,0.9673586,1.0
7,14,0,-1,-1,-227.77827,0.018785562,0.1
