PartipantID,Index,Chart_Type,Vis,VisID,Error,TruePerc,ReportPerc
7,0,0,-1,-1,-56.099777,0.8528332,0.3
7,1,0,-1,-1,-142.67068,0.44697902,0.2
7,2,1,-1,-1,-277.65802,0.1290628,0.15
7,3,0,-1,-1,-264.66696,0.28468826,0.25
7,4,0,-1,-1,-271.14355,0.47232196,0.5
7,5,0,-1,-1,-277.66928,0.42092583,0.4
7,6,0,-1,-1,-232.74214,0.67423993,0.6
7,7,1,-1,-1,-280.3613,0.06822815,0.05
7,8,0,-1,-1,-231.41946,0.736075,0.66
7,9,1,-1,-1,-283.79678,0.21485774,0.2
7,10,1,-1,-1,-191.40636,0.5403441,0.4
7,11,0,-1,-1,-205.33986,0.31591588,0.2
7,12,0,-1,-1,-210.638,0.30722898,0.2
7,13,0,-1,-1,-231.13864,0.57646674,0.5
7,14,1,-1,-1,-220.07863,0.992519,0.9
