PartipantID,Index,Chart_Type,Vis,VisID,Error,TruePerc,ReportPerc
7,0,1,-1,-1,-1.8633114,0.5101553,0.66
7,1,0,-1,-1,-2.5664294,0.02617848,0.07
7,2,1,-1,-1,-2.308115,0.7930759,0.87
7,3,1,-1,-1,-2.503949,0.9487065,1.0
7,4,2,-1,-1,-1.497169,0.47075212,0.7
